"","review"
"6904","9"
"6905","27"
"6906","0"
"6907","121"
"6908","3"
"6909","26"
"6910","0"
"6911","576"
"6912","en"
"6913","nice stayed night february great beds large spacious room breakfast best experienced class hotel sausage eggs great la quinta centrally located main street quieter pretty good price considering location amenities stay heartbeat"
"6914","18.7271659374237"
"6915","5"
"6916","9"
"6917","27"
"6918","0"
"6919","121"
"6920","3"
"6921","26"
"6922","0"
"6923","577"
"6924","en"
"6925","great nicest la quintas little hard tofind worth trouble nice area town close lots resturants shopping hotel nice clean continental breakfast saturday morning sausage eggs stocked breakfast sunday morning good plenty items choose reviews commenting airplane noise think family heard planes fly lower review bathroom clean nonskid stuff tub little worn looks little shabby problems concern doors little hear people talking hall ways sure hear talking rooms beds nice comfy desk helpful needs certainly stay"
"6926","18.727264881134"
"6927","5"
"6928","9"
"6929","27"
"6930","0"
"6931","121"
"6932","3"
"6933","26"
"6934","0"
"6935","578"
"6936","en"
"6937","bring lunesta okay great okay hate debbie downer location gets high rating airplanes flying minutes chose location specifically based tripadvisor reviews member reviewer surely person stay location unable tune aircraft landing addison airport midnight room outside wall north sideyes hotel fairly safe area dallas things trust review mainly noise wall construction asked room like la quinta personnel forced listen ol saving room room different price range blew went room thinking surely planes stop sooner later yeah right plane heard think finally fell asleep exhaustion ha handle buzzing planes read things noticed extra door latch loose screw way extra protection working card key inch gap doors guessed noise door sweeps walking corridor shared conversation finally bath towel space god forbid need emergency tv quality just okay fuzzy blurry cable suppose sets looked old probably worst surprise la quinta stayed quite cleanliness bathroom tub pretty dingey say just plain old dirty like shower stall athletic club yes took pictures post anybody really wants air vent bathroom just filthy dirty dust collected looked like nt cleaned hotel opened probably uh cleanedso worth stars breakfast course location good look maybe just got bad room especially given glowing reviews ignore airplane noise girl desk said sound bad second floor ha ha yeah like believe oh nt like planes guess unless flying mind considering la quinta oh thing ceo nice invite survey email sent marketing machine sent checked day early bad survey link open web page supposed respond just read review herei used love la quinta returns member early s loved little cassette tapes used send stories humor nothing stays suppose maybe real lesson hotels mind hang lobby room minutes long identify going annoyances like aircraft forgetful folks trying force way room yes happened location ha hapretty hotel average satisfaction"
"6938","18.7273449897766"
"6939","5"
"6940","9"
"6941","27"
"6942","0"
"6943","121"
"6944","3"
"6945","26"
"6946","0"
"6947","579"
"6948","en"
"6949","pleasant stay just got week ago great week bali staying mandira room cheapest deluxe cottage think needed huge bed good air small fridge nd floor balcony overlooking lovely gardens bathroom need update clean problems smellsone night returned air working called maintenance quickly try fix nt probelm installed brand new mainly outside room better air hour nt fazed thisthe pools great plenty sun lounges times daybreakfast plenty variety hot dishes fruit cereals pastries bread eggs way like coffee poured table problem getting quickly sure just safety thing kids going backwards forwards buffet people run problemsecurity good hotel lot restaurants went cars checked underneath mirrorsthe beach great surfing plenty swell created decent size waves surfers plenty white water just learning location great lots restaurant walking distance free wirless internet welloverall happy service standard mandira older hotel looking newer pay away beach"
"6950","18.7274010181427"
"6951","5"
"6952","9"
"6953","27"
"6954","0"
"6955","121"
"6956","3"
"6957","26"
"6958","0"
"6959","580"
"6960","en"
"6961","absolutely beautiful highly recommended ages husband children aged just returned nights stay bali mandira wow absolutely beautiful hard believe travelers nt like maybe standards little high booked rooms travel agent requested interconnecting deluxe cottage rooms arrived taken club lounge welcome drink told interconnecting rooms available children stay deluxe cottage room upgraded husband cottage suite room absolutely beautiful seperate lounge dining room massive bathroom tv dvd players telephones huge basket fruit beautiful bouquet fresh flowers children corner day informed children moved right interconnecting rooms happy rooms spotlessly cleaned daily single staff member friendly happy food drinks high standard spa recommend hotel staying bali location brilliant"
"6962","18.7275240421295"
"6963","5"
"6964","9"
"6965","27"
"6966","0"
"6967","121"
"6968","3"
"6969","26"
"6970","0"
"6971","581"
"6972","en"
"6973","stay just returned mandira took mum years old aunt years planning return trip year thing fault wonderful place location excellent staff friendliest come food excellent superior room beautiful regret balcony dont stay just head mandira"
"6974","18.7280850410461"
"6975","5"
"6976","9"
"6977","27"
"6978","0"
"6979","121"
"6980","3"
"6981","26"
"6982","0"
"6983","582"
"6984","en"
"6985","light dark bali just got bali mandira great liked security taxi enter hotel grounds guard came used rod sort torch mirror check beneath car bombs additional passengerscleanliness decor choose modern room cottage modern room lovely clean nice lighting ok beds nice bathroom cottage rooms come chairs coffee table outside think modern rooms terrace balcony raised platform inside room definite afood opportunity order room service try parasol pizza parasol restaurant just remember tell waiter minus garlic comes huge chunks sprinkled pizzalocation hotel located right beach walk beach leaving hotel grounds hotels like hard rock cross busy road sunbeds facing beach bounds outsiders nice just watch bird like view none rooms ocean view waste modern rooms look plain concrete verandah inaccessible single mosquito bite stay saw mosquito times different mosquitoes hotel staff replace shampoo bath foam tissue ran sound trivial hygienic person survive bath foam tips dont drunk trouble taxi drivers told traditional police dress entirely black apparently case caucasian man got drunk picked fight local gangsters traditional police came quoting driver crick crack shoop chop tourist lodged police report case"
"6986","18.7282040119171"
"6987","5"
"6988","9"
"6989","27"
"6990","0"
"6991","121"
"6992","3"
"6993","26"
"6994","0"
"6995","583"
"6996","en"
"6997","spacious room stayed nights pleasantly surprised size room queen beds separate bathrooms maybe fact upgraded standard room checked beds comfy lovely good quality linen mini fridge location central walking distance major sites nearest t stop subway stn arlington staff nice friendly overall stay nice"
"6998","18.7282979488373"
"6999","5"
"7000","9"
"7001","27"
"7002","0"
"7003","121"
"7004","3"
"7005","26"
"7006","0"
"7007","584"
"7008","en"
"7009","fenway park trip boston ca nt wait return husband dream ny yankees play fenway park dream reality stayed boston park plaza great central place stay located walking distance wide assortment things boston common park cheers bar gray line bus depot fanueil market fenway park commonwealth area copley place park plaza friendly helpful room great exception small counter space surrounding bathroom sink little priced night food bit pricey ate felt safe time day walking walking walking details booked wrentham village outlets great shopping bargains yes ladies hrs solid shopping location hotel walk blocks bus depot depot book catch trolley tours duck tour etc fenway brisk min walk hotel cheers located park couple blocks hotel approximate min stroll takes commonwealth residential area great reminder europe vacation narrow cobblestone streets flower boxes wrought iron railings beautiful hotel adjacent newbury robson streets popular pubs restaurants shops etc charley newbury great food day sightseeing lots au bon pain eateries healthier eating alternatives tips purchasing reasonably priced ball tickets appreciated ended purchasing tickets online guaranteed seats trip price ridiculously inflated tickets just price printed tickets rec weather guarantee games ended getting rained great disappointment paying steep price tickets guess nt bad worse games rained return venture trolley tour cape cod hearts desire great city"
